,idGrid,sizeSaved
751,5692,10
752,5693,10
753,5694,10
754,5796,10
755,5797,10
756,5798,10
757,5799,10
758,5585,10
759,5586,10
760,5587,10
761,5588,10
762,5589,10
763,6217,10
764,6218,10
765,6219,10
766,6006,10
767,6007,10
768,6008,10
769,6009,10
770,6010,10
771,6323,10
772,6112,10
773,6113,10
774,6114,10
775,6115,10
776,4948,10
777,4949,10
778,4950,10
779,4951,10
780,4952,10
781,4953,10
782,4954,10
783,4740,10
784,4741,10
785,4742,10
786,4844,10
787,4845,10
788,4846,10
789,4847,10
790,4848,10
791,4849,10
792,5158,10
793,5159,10
794,5160,10
795,5161,10
796,5162,10
797,5163,10
798,5164,10
799,5264,10
800,5265,10
801,5266,10
802,5267,10
803,5268,10
804,5053,10
805,5054,10
806,5055,10
807,5056,10
808,5057,10
809,5058,10
810,5059,10
811,5372,10
812,2322,10
813,2323,10
814,2324,10
815,2425,10
816,2426,10
817,2427,10
818,2428,10
819,2429,10
820,2843,10
821,2844,10
822,2845,10
823,2846,10
824,2847,10
825,2633,10
826,2634,10
827,2635,10
828,2636,10
829,2637,10
830,2638,10
831,2639,10
832,2737,10
833,2738,10
834,2739,10
835,2740,10
836,2741,10
837,2742,10
838,2743,10
839,2529,10
840,2530,10
841,2531,10
842,2532,10
843,2533,10
844,2534,10
845,5379,10
846,5380,10
847,5381,10
848,5382,10
849,5383,10
850,5384,10
851,5385,10
852,5167,10
853,5168,10
854,5169,10
855,5170,10
856,5171,10
857,5172,10
858,5173,10
859,5174,10
860,5486,10
861,5487,10
862,5488,10
863,5489,10
864,5490,10
865,5273,10
866,5274,10
867,5275,10
868,5276,10
869,5277,10
870,5278,10
871,5279,10
872,5280,10
873,5064,10
874,5065,10
875,5066,10
876,5067,10
877,5699,10
878,5700,10
879,5592,10
880,5593,10
881,5594,10
882,2842,10
883,2843,10
884,2844,10
885,2845,10
886,2846,10
887,2847,10
888,2848,10
889,2849,10
890,2947,10
891,2948,10
892,2949,10
893,2950,10
894,2951,10
895,2952,10
896,2953,10
897,2954,10
898,2737,10
899,2738,10
900,2739,10
901,2742,10
902,2743,10
903,3370,10
904,3158,10
905,3159,10
906,3160,10
907,3161,10
908,3162,10
909,3163,10
910,3164,10
911,3264,10
912,3265,10
913,3266,10
914,3053,10
915,3054,10
916,3055,10
917,3056,10
918,3057,10
919,3058,10
920,3059,10
921,4420,10
922,4421,10
923,4422,10
924,4423,10
925,4424,10
926,4425,10
927,4213,10
928,4315,10
929,4316,10
930,4317,10
931,4318,10
932,4319,10
933,4320,10
934,4630,10
935,4631,10
936,4632,10
937,4633,10
938,4634,10
939,4635,10
940,4636,10
941,4733,10
942,4735,10
943,4736,10
944,4737,10
945,4738,10
946,4739,10
947,4740,10
948,4741,10
949,4525,10
950,4526,10
951,4527,10
952,4528,10
953,4529,10
954,4530,10
955,4419,10
956,4420,10
957,4628,10
958,4629,10
959,4630,10
960,4631,10
961,4732,10
962,4733,10
963,4734,10
964,4735,10
965,4736,10
966,4737,10
967,4523,10
968,4524,10
969,4525,10
970,4526,10
971,4837,10
972,4838,10
973,4115,10
974,4116,10
975,4117,10
976,4118,10
977,4119,10
978,4429,10
979,4430,10
980,4431,10
981,4432,10
982,4433,10
983,4434,10
984,4220,10
985,4221,10
986,4222,10
987,4223,10
988,4224,10
989,4324,10
990,4325,10
991,4326,10
992,4327,10
993,4328,10
994,4329,10
995,4638,10
996,4639,10
997,4640,10
998,4641,10
999,4642,10
1000,4743,10
1001,4744,10
1002,4745,10
1003,4746,10
1004,4533,10
1005,4534,10
1006,4535,10
1007,4536,10
1008,4537,10
1009,4849,10
1010,4850,10
1011,4113,10
1012,4114,10
1013,4115,10
1014,4116,10
1015,4117,10
1016,4118,10
1017,4220,10
1018,4221,10
1019,4007,10
1020,4008,10
1021,4009,10
1022,4010,10
1023,4011,10
1024,4012,10
1025,4013,10
1026,3380,10
1027,3381,10
1028,3485,10
1029,3486,10
1030,3589,10
1031,3590,10
1032,3591,10
1033,3902,10
1034,3903,10
1035,3904,10
1036,3905,10
1037,3906,10
1038,3907,10
1039,3908,10
1040,3693,10
1041,3694,10
1042,3695,10
1043,3696,10
1044,3697,10
1045,3797,10
1046,3798,10
1047,3799,10
1048,3800,10
1049,3801,10
1050,3802,10
1051,5376,10
1052,5377,10
1053,5378,10
1054,5379,10
1055,5380,10
1056,5381,10
1057,5167,10
1058,5168,10
1059,5480,10
1060,5481,10
1061,5482,10
1062,5483,10
1063,5484,10
1064,5485,10
1065,5486,10
1066,5487,10
1067,5488,10
1068,5271,10
1069,5272,10
1070,5273,10
1071,5274,10
1072,5375,10
1073,5694,10
1074,5695,10
1075,5696,10
1076,5697,10
1077,5698,10
1078,5699,10
1079,5700,10
1080,5803,10
1081,5804,10
1082,5805,10
1083,5585,10
1084,5586,10
1085,5587,10
1086,5588,10
1087,5589,10
1088,5590,10
1089,5591,10
1090,5592,10
1091,5593,10
1092,5594,10
1093,2953,10
1094,2954,10
1095,3370,10
1096,3371,10
1097,3372,10
1098,3373,10
1099,3374,10
1100,3375,10
1101,3376,10
1102,3160,10
1103,3161,10
1104,3162,10
1105,3163,10
1106,3164,10
1107,3165,10
1108,3166,10
1109,3474,10
1110,3475,10
1111,3476,10
1112,3477,10
1113,3478,10
1114,3479,10
1115,3480,10
1116,3264,10
1117,3265,10
1118,3266,10
1119,3267,10
1120,3268,10
1121,3269,10
1122,3270,10
1123,3271,10
1124,3058,10
1125,3059,10
1126,3060,10
1127,3584,10
1128,3585,10
1129,3685,10
1130,3686,10
1131,3687,10
1132,3579,10
1133,3580,10
1134,3581,10
1135,3582,10
1136,3583,10
1137,3374,10
1138,3375,10
1139,3376,10
1140,3377,10
1141,3378,10
1142,3379,10
1143,3380,10
1144,3381,10
1145,3170,10
1146,3171,10
1147,3479,10
1148,3480,10
1149,3481,10
1150,3482,10
1151,3483,10
1152,3484,10
1153,3485,10
1154,3270,10
1155,3271,10
1156,3272,10
1157,3273,10
1158,3274,10
1159,3275,10
1160,3276,10
1161,3585,10
1162,3586,10
1163,3587,10
1164,3588,10
1165,3589,10
1166,3590,10
1167,3901,10
1168,3902,10
1169,3903,10
1170,3690,10
1171,3691,10
1172,3692,10
1173,3693,10
1174,3694,10
1175,3795,10
1176,3796,10
1177,3797,10
1178,3798,10
1179,4641,10
1180,4642,10
1181,4643,10
1182,4954,10
1183,4955,10
1184,4956,10
1185,4957,10
1186,4958,10
1187,4959,10
1188,4745,10
1189,4746,10
1190,4747,10
1191,4748,10
1192,4749,10
1193,4849,10
1194,4850,10
1195,4851,10
1196,4852,10
1197,4853,10
1198,4854,10
1199,5376,10
1200,5163,10
1201,5164,10
1202,5165,10
1203,5166,10
1204,5167,10
1205,5168,10
1206,5169,10
1207,5170,10
1208,5480,10
1209,5268,10
1210,5269,10
1211,5270,10
1212,5271,10
1213,5272,10
1214,5273,10
1215,5058,10
1216,5059,10
1217,5060,10
1218,5061,10
1219,5062,10
1220,5063,10
1221,5064,10
1222,5065,10
1223,5374,10
1224,5375,10
1225,3993,10
1226,3994,10
1227,3995,10
1228,4100,10
1229,4414,10
1230,4204,10
1231,4205,10
1232,4308,10
1233,4309,10
1234,3465,10
1235,3466,10
1236,3888,10
1237,3889,10
1238,3676,10
1239,3677,10
1240,3678,10
1241,3782,10
1242,3783,10
1243,3570,10
1244,3571,10
1245,3572,10
1246,3993,10
1247,3994,10
1248,3995,10
1249,3888,10
1250,3889,10
1251,3890,10
1252,3677,10
1253,3678,10
1254,3679,10
1255,3680,10
1256,3782,10
1257,3783,10
1258,3784,10
1259,3785,10
1260,3786,10
1261,4439,10
1262,4440,10
1263,4333,10
1264,4334,10
1265,4642,10
1266,4643,10
1267,4644,10
1268,4645,10
1269,4646,10
1270,4647,10
1271,4648,10
1272,4649,10
1273,4650,10
1274,4651,10
1275,4958,10
1276,4959,10
1277,4960,10
1278,4961,10
1279,4750,10
1280,4751,10
1281,4752,10
1282,4753,10
1283,4754,10
1284,4755,10
1285,4756,10
1286,4538,10
1287,4544,10
1288,4545,10
1289,4120,10
1290,4121,10
1291,4122,10
1292,4123,10
1293,4435,10
1294,4436,10
1295,4437,10
1296,4438,10
1297,4225,10
1298,4226,10
1299,4227,10
1300,4228,10
1301,4013,10
1302,4014,10
1303,4015,10
1304,4016,10
1305,4328,10
1306,4330,10
1307,4331,10
1308,4332,10
1309,4333,10
1310,4539,10
1311,4540,10
1312,4541,10
1313,4542,10
1314,4543,10
1315,3489,10
1316,3592,10
1317,3594,10
1318,3908,10
1319,3909,10
1320,3910,10
1321,3911,10
1322,3699,10
1323,3700,10
1324,3804,10
1325,3805,10
